timestamp,src_ip,dst_ip,protocol,length,inter_arrival
1762776941.475386,192.168.1.16,20.44.10.122,tcp,1466,0.061180830001831055
1762776941.615977,192.168.1.16,142.251.37.163,quic,1292,0.14059114456176758
1762776941.724813,192.168.1.16,142.250.201.22,data,71,0.10883593559265137
1762776941.745734,142.250.201.22,192.168.1.16,data,311,0.8239278793334961
1762776941.745734,142.251.37.163,192.168.1.16,quic,82,15.097924947738647
1762776941.745734,142.251.37.163,192.168.1.16,quic,348,0.0
1762776941.746093,192.168.1.16,142.250.201.22,data,90,0.02128005027770996
1762776941.762355,142.251.37.163,192.168.1.16,quic,986,0.016621112823486328
1762776941.762355,142.251.37.163,192.168.1.16,quic,75,0.0
1762776941.764795,142.251.37.163,192.168.1.16,quic,66,0.0024399757385253906
1762776941.76875,20.44.10.122,192.168.1.16,tls,153,0.8886799812316895
1762776941.76875,20.44.10.122,192.168.1.16,tcp,54,0.0
1762776941.76875,142.250.201.22,192.168.1.16,data,71,0.023015975952148438
1762776941.76875,20.44.10.122,192.168.1.16,tcp,54,0.0
1762776941.76875,142.251.37.163,192.168.1.16,quic,1292,0.003954887390136719
1762776941.76875,20.44.10.122,192.168.1.16,tls,153,0.0
1762776941.768833,192.168.1.16,20.44.10.122,tcp,54,0.022739887237548828
1762776941.769939,192.168.1.16,142.251.37.163,quic,1292,0.0011060237884521484
1762776941.770016,192.168.1.16,142.251.37.163,quic,115,7.700920104980469e-05
1762776941.770202,192.168.1.16,20.44.10.122,tls,737,0.00018596649169921875
1762776941.770218,192.168.1.16,142.251.37.163,quic,850,1.5974044799804688e-05
1762776941.770946,192.168.1.16,20.44.10.122,tls,738,0.0007281303405761719
1762776941.775834,142.251.37.163,192.168.1.16,quic,1292,0.0070841312408447266
1762776942.314077,142.250.201.22,192.168.1.16,data,71,0.5453269481658936
1762776942.314077,142.250.201.22,192.168.1.16,data,1292,0.0
1762776942.314077,20.44.10.122,192.168.1.16,tcp,1466,0.5453269481658936
1762776942.314077,142.251.37.163,192.168.1.16,quic,348,0.5382428169250488
1762776942.314077,142.250.201.22,192.168.1.16,data,303,0.0
1762776942.314077,142.250.201.22,192.168.1.16,data,71,0.0
1762776942.314077,142.250.201.22,192.168.1.16,data,73,0.0
1762776942.314077,142.250.201.22,192.168.1.16,data,1292,0.0
1762776942.314077,20.44.10.122,192.168.1.16,tcp,66,0.0
1762776942.314077,20.44.10.122,192.168.1.16,tcp,153,0.0
1762776942.314077,142.251.37.163,192.168.1.16,quic,1225,0.0
1762776942.314077,142.250.201.22,192.168.1.16,data,69,0.0
1762776942.314077,142.251.37.163,192.168.1.16,quic,71,0.0
1762776942.314077,142.251.37.163,192.168.1.16,quic,631,0.0
1762776942.314077,142.251.37.163,192.168.1.16,quic,63,0.0
1762776942.314197,192.168.1.16,20.44.10.122,tcp,66,0.5432510375976562
1762776942.314285,192.168.1.16,20.44.10.122,tcp,66,8.797645568847656e-05
1762776942.314443,192.168.1.16,142.251.37.163,quic,937,0.00015807151794433594
1762776942.314588,192.168.1.16,142.251.37.163,quic,941,0.00014495849609375
1762776942.314709,192.168.1.16,142.251.37.163,quic,78,0.00012087821960449219
1762776942.314867,192.168.1.16,142.251.37.163,quic,77,0.00015807151794433594
1762776942.314929,192.168.1.16,142.251.37.163,quic,77,6.198883056640625e-05
1762776942.315081,192.168.1.16,142.250.201.22,data,80,0.0001518726348876953
1762776942.338349,192.168.1.16,142.251.37.163,quic,72,0.02326822280883789
1762776942.360316,192.168.1.16,142.250.200.206,data,1285,0.021966934204101562
1762776942.360415,192.168.1.16,142.250.200.206,data,1292,9.894371032714844e-05
1762776942.360451,192.168.1.16,142.250.200.206,data,1292,3.600120544433594e-05
1762776942.360478,192.168.1.16,142.250.200.206,data,1241,2.6941299438476562e-05
1762776942.416897,192.168.1.16,20.44.10.122,tcp,738,0.05641913414001465
1762776942.684165,20.44.10.122,192.168.1.16,tls,1466,0.3700881004333496
1762776942.684165,20.44.10.122,192.168.1.16,tls,1466,0.0
1762776942.684165,20.44.10.122,192.168.1.16,tls,1466,0.0
1762776942.68431,192.168.1.16,20.44.10.122,tcp,66,0.2674129009246826
1762776942.692701,20.44.10.122,192.168.1.16,tls,771,0.008536100387573242
1762776942.692806,192.168.1.16,20.44.10.122,tcp,66,0.00849604606628418
1762776942.727533,192.168.1.16,142.250.200.206,data,1285,0.03472709655761719
1762776943.349631,192.168.1.16,20.44.10.122,tcp,738,0.6220979690551758
1762776943.458068,192.168.1.16,142.250.200.206,data,1292,0.10843682289123535
1762776943.562307,20.44.10.122,192.168.1.16,tls,763,0.8696057796478271
1762776943.562307,142.250.201.22,192.168.1.16,data,89,1.24822998046875
1762776943.562307,142.251.37.163,192.168.1.16,quic,69,1.24822998046875
1762776943.562307,142.251.37.163,192.168.1.16,quic,71,0.0
1762776943.562307,142.251.37.163,192.168.1.16,quic,163,0.0
1762776943.562307,142.251.37.163,192.168.1.16,quic,68,0.0
1762776943.562307,20.44.10.122,192.168.1.16,tcp,1466,0.0
1762776943.562307,142.250.200.206,192.168.1.16,data,78,2.7304329872131348
1762776943.562307,142.250.200.206,192.168.1.16,data,71,0.0
1762776943.562307,142.250.200.206,192.168.1.16,data,71,0.0
1762776943.562307,142.250.200.206,192.168.1.16,data,72,0.0
1762776943.562307,20.44.10.122,192.168.1.16,tcp,1466,0.0
1762776943.562634,192.168.1.16,20.44.10.122,tcp,66,0.10456609725952148
1762776943.562962,192.168.1.16,20.44.10.122,tcp,74,0.00032806396484375
1762776943.57054,20.44.10.122,192.168.1.16,tcp,1466,0.008233070373535156
1762776943.570657,192.168.1.16,20.44.10.122,tcp,54,0.00769495964050293
1762776943.599377,192.168.1.16,142.250.201.22,data,84,0.02871990203857422
1762776943.600102,192.168.1.16,142.250.200.206,data,74,0.0007250308990478516
1762776943.64548,192.168.1.16,142.251.37.163,quic,74,0.04537796974182129
1762776944.175021,192.168.1.16,51.79.9.235,data,62,0.529541015625
1762776944.244683,142.250.200.206,192.168.1.16,data,1137,0.6823761463165283
1762776944.244683,142.250.200.206,192.168.1.16,data,281,0.0
1762776944.244683,20.44.10.122,192.168.1.16,tcp,66,0.6741430759429932
1762776944.244683,51.79.9.235,192.168.1.16,tcp,80,4.307308912277222
1762776944.244683,142.250.200.206,192.168.1.16,data,73,0.0
1762776944.244683,142.250.200.206,192.168.1.16,data,68,0.0
1762776944.244683,20.44.10.122,192.168.1.16,tcp,1466,0.0
1762776944.244683,142.250.201.22,192.168.1.16,data,88,0.6823761463165283
1762776944.244683,142.251.37.163,192.168.1.16,quic,163,0.6823761463165283
1762776944.245181,192.168.1.16,20.44.10.122,tcp,54,0.0701601505279541
1762776944.245587,192.168.1.16,142.250.200.206,data,76,0.00040602684020996094
1762776944.245846,192.168.1.16,142.250.200.206,data,76,0.0002589225769042969
1762776944.246117,192.168.1.16,142.250.200.206,data,78,0.00027108192443847656
1762776944.246496,192.168.1.16,142.251.37.163,quic,75,0.0003788471221923828
1762776944.253747,192.168.1.16,20.44.10.122,tls,128,0.00725102424621582
1762776944.254467,192.168.1.16,20.44.10.122,tls,146,0.0007200241088867188
1762776944.255219,192.168.1.16,20.44.10.122,tls,544,0.0007519721984863281
1762776944.255456,192.168.1.16,20.44.10.122,tls,1466,0.00023698806762695312
1762776944.255456,192.168.1.16,20.44.10.122,tls,771,0.0
1762776944.298265,192.168.1.16,51.79.9.235,tcp,54,0.04280900955200195
1762776944.516305,192.168.1.16,51.79.9.235,tcp,62,0.21803998947143555
1762776944.685035,20.44.10.122,192.168.1.16,tcp,66,0.4403519630432129
1762776944.685035,20.44.10.122,192.168.1.16,tls,308,0.0
1762776944.685035,51.79.9.235,192.168.1.16,tcp,80,0.4403519630432129
1762776944.685035,142.250.200.206,192.168.1.16,data,1287,0.4403519630432129
1762776944.685035,51.79.9.235,192.168.1.16,tcp,54,0.0
1762776944.685035,20.44.10.122,192.168.1.16,tcp,308,0.0
1762776944.685035,20.44.10.122,192.168.1.16,tls,157,0.0
1762776944.685035,20.44.10.122,192.168.1.16,tls,116,0.0
1762776944.685035,20.44.10.122,192.168.1.16,tls,85,0.0
1762776944.685035,20.44.10.122,192.168.1.16,tcp,54,0.0
1762776944.685035,20.44.10.122,192.168.1.16,tcp,54,0.0
1762776944.685035,20.44.10.122,192.168.1.16,tcp,1466,0.0
1762776944.685035,51.79.9.235,192.168.1.16,tcp,66,0.0
1762776944.685105,192.168.1.16,51.79.9.235,tcp,66,0.16880011558532715
1762776944.685224,192.168.1.16,20.44.10.122,tcp,66,0.00011897087097167969
1762776944.685268,192.168.1.16,20.44.10.122,tcp,66,4.38690185546875e-05
1762776944.685292,192.168.1.16,20.44.10.122,tcp,54,2.4080276489257812e-05
1762776944.685457,192.168.1.16,142.250.200.206,data,87,0.00016498565673828125
1762776944.68682,192.168.1.16,20.44.10.122,tls,1466,0.0013630390167236328
1762776944.68682,192.168.1.16,20.44.10.122,tcp,1466,0.0
1762776944.68682,192.168.1.16,20.44.10.122,tcp,1466,0.0
1762776944.68682,192.168.1.16,20.44.10.122,tcp,1466,0.0
1762776944.68682,192.168.1.16,20.44.10.122,tcp,1466,0.0
1762776944.68682,192.168.1.16,20.44.10.122,tcp,1466,0.0
1762776944.68682,192.168.1.16,20.44.10.122,tcp,1466,0.0
1762776944.68682,192.168.1.16,20.44.10.122,tls,624,0.0
1762776944.687925,192.168.1.16,20.44.10.122,tls,85,0.0011050701141357422
1762776944.712695,192.168.1.16,142.250.201.22,data,306,0.02476978302001953
1762776944.712914,192.168.1.16,142.250.201.22,data,296,0.00021910667419433594
1762776944.713062,192.168.1.16,142.250.201.22,data,296,0.0001480579376220703
1762776944.713196,192.168.1.16,142.250.201.22,data,295,0.00013399124145507812
1762776944.765126,142.250.200.206,192.168.1.16,data,68,0.08009099960327148
1762776944.78899,142.250.201.22,192.168.1.16,data,63,0.5443069934844971
1762776944.789215,192.168.1.16,142.250.201.22,data,88,0.0760190486907959
1762776944.865249,142.250.201.22,192.168.1.16,data,174,0.07625889778137207
1762776944.865249,142.250.201.22,192.168.1.16,data,155,0.0
1762776944.865249,142.250.201.22,192.168.1.16,data,81,0.0
1762776944.865657,192.168.1.16,142.250.201.22,data,83,0.07644200325012207
1762776944.865815,192.168.1.16,142.250.201.22,data,76,0.00015783309936523438
1762776944.865895,192.168.1.16,142.250.201.22,data,76,8.0108642578125e-05
1762776944.869275,192.168.1.16,142.250.201.22,data,78,0.0033800601959228516
1762776944.873412,20.44.10.122,192.168.1.16,tls,335,0.18837690353393555
1762776944.880905,142.250.201.22,192.168.1.16,data,136,0.015655994415283203
1762776944.907738,192.168.1.16,142.250.201.22,data,84,0.03846287727355957
1762776944.922646,192.168.1.16,20.44.10.122,tcp,54,0.014908075332641602
1762776945.138809,192.168.1.16,20.44.10.122,tcp,1466,0.21616291999816895
1762776945.401522,20.44.10.122,192.168.1.16,tcp,1466,0.5281100273132324
1762776945.401522,20.44.10.122,192.168.1.16,tls,157,0.0
1762776945.401522,20.44.10.122,192.168.1.16,tcp,54,0.0
1762776945.401522,20.44.10.122,192.168.1.16,tcp,54,0.0
1762776945.401522,20.44.10.122,192.168.1.16,tcp,54,0.0
1762776945.401522,20.44.10.122,192.168.1.16,tcp,54,0.0
1762776945.401522,142.250.201.22,192.168.1.16,data,68,0.5206170082092285
1762776945.401522,20.44.10.122,192.168.1.16,tcp,54,0.0
1762776945.401522,20.44.10.122,192.168.1.16,tcp,54,0.0
1762776945.401522,142.250.201.22,192.168.1.16,data,68,0.0
1762776945.401522,104.18.39.21,192.168.1.16,tls,78,6.384305953979492
1762776945.401522,20.44.10.122,192.168.1.16,tcp,54,0.0
1762776945.401522,20.44.10.122,192.168.1.16,tcp,54,0.0
1762776945.401522,20.44.10.122,192.168.1.16,tls,519,0.0
1762776945.401522,20.44.10.122,192.168.1.16,tcp,66,0.0
1762776945.401578,192.168.1.16,20.44.10.122,tcp,74,0.2627689838409424
1762776945.40172,192.168.1.16,20.44.10.122,tcp,54,0.00014209747314453125
1762776945.401986,192.168.1.16,104.18.39.21,tls,82,0.0002658367156982422
1762776945.402175,192.168.1.16,20.44.10.122,tls,78,0.00018906593322753906
1762776945.402258,192.168.1.16,20.44.10.122,tcp,54,8.296966552734375e-05
1762776945.514861,192.168.1.16,142.250.200.206,data,1285,0.11260318756103516
1762776945.514942,192.168.1.16,142.250.200.206,data,1292,8.082389831542969e-05
1762776945.514973,192.168.1.16,142.250.200.206,data,1292,3.0994415283203125e-05
1762776945.515,192.168.1.16,142.250.200.206,data,1242,2.7179718017578125e-05
1762776945.552515,104.18.39.21,192.168.1.16,tcp,54,0.15099310874938965
1762776945.636191,142.250.200.206,192.168.1.16,data,75,0.8710649013519287
1762776945.650556,142.250.200.206,192.168.1.16,data,68,0.014365196228027344
1762776945.657033,192.168.1.16,142.250.200.206,data,75,0.14203286170959473
1762776945.67507,20.44.10.122,192.168.1.16,tcp,54,0.2735481262207031
1762776948.726818,192.168.1.16,40.81.252.176,icmpv6,103,3.0697851181030273
1762776949.427628,192.168.1.16,20.44.10.122,tcp,54,0.7008099555969238
1762776949.551687,192.168.1.16,142.251.37.164,data,71,0.12405896186828613
1762776949.647427,142.250.200.206,192.168.1.16,data,1196,3.996870994567871
1762776949.647427,142.250.200.206,192.168.1.16,data,101,0.0
1762776949.647427,20.44.10.122,192.168.1.16,tcp,1466,3.9723570346832275
1762776949.647427,142.251.37.164,192.168.1.16,data,66,
1762776949.647627,192.168.1.16,20.44.10.122,tcp,66,0.09594011306762695
1762776949.648029,192.168.1.16,142.250.200.206,data,76,0.0004019737243652344
1762776949.648341,192.168.1.16,142.250.200.206,data,76,0.00031185150146484375
1762776949.834984,20.44.10.122,192.168.1.16,tcp,590,0.18755698204040527
1762776949.835061,192.168.1.16,20.44.10.122,tcp,74,0.1867201328277588
1762776949.839608,20.44.10.122,192.168.1.16,tcp,590,0.004623889923095703
1762776949.839712,192.168.1.16,20.44.10.122,tcp,66,0.00465083122253418
1762776949.93213,20.44.10.122,192.168.1.16,tcp,590,0.09252214431762695
1762776949.932195,192.168.1.16,20.44.10.122,tcp,66,0.0924830436706543
1762776949.933834,192.168.1.16,20.44.10.122,tls,128,0.0016391277313232422
1762776950.198272,20.44.10.122,192.168.1.16,tls,157,0.2661418914794922
1762776950.211568,20.44.10.122,192.168.1.16,tls,116,0.013296127319335938
1762776950.211641,192.168.1.16,20.44.10.122,tcp,54,0.27780699729919434
1762776950.763747,142.250.200.206,192.168.1.16,data,1287,1.1163198947906494
1762776950.764367,192.168.1.16,142.250.200.206,data,85,0.5527260303497314
1762776950.797172,192.168.1.16,142.250.201.22,data,308,0.03280496597290039
1762776950.797612,192.168.1.16,142.250.201.22,data,295,0.0004398822784423828
1762776950.797861,192.168.1.16,142.250.201.22,data,295,0.0002491474151611328
1762776950.79804,192.168.1.16,20.44.10.122,tcp,54,0.00017881393432617188
1762776950.802913,192.168.1.16,142.250.201.22,data,295,0.004873037338256836
1762776950.900448,142.250.201.22,192.168.1.16,data,84,5.498926162719727
1762776950.900448,142.250.200.206,192.168.1.16,data,67,0.13670110702514648
1762776950.922185,192.168.1.16,142.250.201.22,data,75,0.11927199363708496
1762776950.929038,142.250.201.22,192.168.1.16,data,127,0.028589963912963867
1762776950.934455,142.250.201.22,192.168.1.16,data,81,0.0054168701171875
1762776950.934455,142.250.201.22,192.168.1.16,data,91,0.0
1762776950.948107,142.250.201.22,192.168.1.16,data,81,0.01365208625793457
1762776950.948475,192.168.1.16,142.250.201.22,data,87,0.026289939880371094
1762776950.964319,142.250.201.22,192.168.1.16,data,81,0.016211986541748047
1762776950.985187,192.168.1.16,142.250.201.22,data,82,0.0367121696472168
1762776951.028365,142.250.201.22,192.168.1.16,data,68,0.06404590606689453
1762776951.066005,142.250.201.22,192.168.1.16,data,68,0.03764009475708008
1762776951.543334,51.79.9.235,192.168.1.16,data,264,6.858299016952515
1762776951.589117,192.168.1.16,51.79.9.235,tcp,54,0.6039299964904785
1762776951.657203,192.168.1.16,142.250.200.206,data,1285,0.06808590888977051
1762776951.657282,192.168.1.16,142.250.200.206,data,1292,7.915496826171875e-05
1762776951.657313,192.168.1.16,142.250.200.206,data,1292,3.0994415283203125e-05
1762776951.657341,192.168.1.16,142.250.200.206,data,1243,2.7894973754882812e-05
1762776951.744976,142.250.200.206,192.168.1.16,data,75,0.8445279598236084
1762776951.775001,142.250.200.206,192.168.1.16,data,68,0.030025005340576172
1762776951.802851,192.168.1.16,142.250.200.206,data,74,0.14550995826721191
1762776951.818337,142.250.200.206,192.168.1.16,data,1287,0.043335914611816406
1762776951.819584,142.250.200.206,192.168.1.16,data,1129,0.0012469291687011719
1762776951.824981,142.250.200.206,192.168.1.16,data,73,0.00539708137512207
1762776951.83379,192.168.1.16,142.250.200.206,data,82,0.030939102172851562
1762776951.875705,192.168.1.16,142.250.201.22,data,307,0.041914939880371094
1762776951.875994,192.168.1.16,142.250.201.22,data,294,0.00028896331787109375
1762776951.878095,192.168.1.16,142.250.201.22,data,295,0.0021009445190429688
1762776951.880659,192.168.1.16,142.250.201.22,data,295,0.0025641918182373047
1762776951.904947,142.250.200.206,192.168.1.16,data,68,0.07996606826782227
1762776951.945007,142.250.201.22,192.168.1.16,data,169,0.8790020942687988
1762776951.945007,142.250.201.22,192.168.1.16,data,156,0.0
1762776951.95513,142.250.201.22,192.168.1.16,data,99,0.010123014450073242
1762776951.965975,192.168.1.16,142.250.201.22,data,88,0.08531594276428223
1762776951.987072,142.250.201.22,192.168.1.16,data,146,0.031941890716552734
1762776952.011946,192.168.1.16,142.250.201.22,data,82,0.045970916748046875
1762776952.046766,142.250.201.22,192.168.1.16,data,68,0.05969405174255371
1762776952.087751,142.250.201.22,192.168.1.16,data,68,0.0409848690032959
1762776952.723066,192.168.1.16,142.250.200.206,data,1285,0.7111201286315918
1762776952.723168,192.168.1.16,142.250.200.206,data,1292,0.00010180473327636719
1762776952.72322,192.168.1.16,142.250.200.206,data,1292,5.221366882324219e-05
1762776952.723263,192.168.1.16,142.250.200.206,data,1244,4.291534423828125e-05
1762776952.816843,142.250.200.206,192.168.1.16,data,75,0.9118959903717041
1762776952.846581,142.250.200.206,192.168.1.16,data,68,0.02973794937133789
1762776952.846879,192.168.1.16,142.250.200.206,data,75,0.12361598014831543
1762776952.878646,142.250.200.206,192.168.1.16,data,1287,0.03206491470336914
1762776952.878646,142.250.200.206,192.168.1.16,data,709,0.0
1762776952.878646,142.250.200.206,192.168.1.16,data,118,0.0
1762776952.908019,192.168.1.16,142.250.200.206,data,82,0.06114006042480469
1762776952.929458,192.168.1.16,142.250.201.22,data,327,0.0214388370513916
1762776952.930083,192.168.1.16,142.250.201.22,data,327,0.0006251335144042969
1762776952.932196,192.168.1.16,142.250.201.22,data,327,0.002112865447998047
1762776952.932622,192.168.1.16,142.250.201.22,data,327,0.0004260540008544922
1762776952.986122,142.250.200.206,192.168.1.16,data,68,0.10747599601745605
1762776953.00299,142.250.201.22,192.168.1.16,data,118,0.9152390956878662
1762776953.005697,142.250.201.22,192.168.1.16,data,139,0.0027070045471191406
1762776953.005697,142.250.201.22,192.168.1.16,data,99,0.0
1762776953.005697,142.250.201.22,192.168.1.16,data,103,0.0
1762776953.018817,192.168.1.16,142.250.201.22,data,91,0.08619499206542969
1762776953.095141,142.250.201.22,192.168.1.16,data,68,0.08944392204284668
1762776953.4083,192.168.1.16,20.44.10.122,tcp,54,0.3894829750061035
1762776953.76051,192.168.1.16,142.250.200.206,data,1285,0.35221004486083984
1762776953.760673,192.168.1.16,142.250.200.206,data,1292,0.00016307830810546875
1762776953.760738,192.168.1.16,142.250.200.206,data,1292,6.4849853515625e-05
1762776953.760784,192.168.1.16,142.250.200.206,data,1241,4.601478576660156e-05
1762776953.856018,142.250.200.206,192.168.1.16,data,75,0.8698961734771729
1762776953.875061,142.250.200.206,192.168.1.16,data,68,0.01904296875
1762776953.875303,192.168.1.16,142.250.200.206,data,74,0.11451911926269531
1762776953.909031,142.250.200.206,192.168.1.16,data,1287,0.033969879150390625
1762776953.909031,142.250.200.206,192.168.1.16,data,1138,0.0
1762776953.909031,142.250.200.206,192.168.1.16,data,268,0.0
1762776953.924053,192.168.1.16,142.250.200.206,data,82,0.04874992370605469
1762776953.925464,192.168.1.16,142.250.201.22,data,307,0.0014109611511230469
1762776953.925811,192.168.1.16,142.250.201.22,data,295,0.000347137451171875
1762776953.926068,192.168.1.16,142.250.201.22,data,296,0.0002570152282714844
1762776953.926278,192.168.1.16,142.250.201.22,data,296,0.00021004676818847656
1762776953.996758,142.250.201.22,192.168.1.16,data,178,0.9016170501708984
1762776954.005023,142.250.200.206,192.168.1.16,data,68,0.0959920883178711
1762776954.01544,142.250.201.22,192.168.1.16,data,136,0.018682003021240234
1762776954.01544,142.250.201.22,192.168.1.16,data,65,0.0
1762776954.015769,192.168.1.16,142.250.201.22,data,84,0.08949089050292969
1762776954.015812,142.250.201.22,192.168.1.16,data,81,0.0003719329833984375
1762776954.015812,142.250.201.22,192.168.1.16,data,81,0.0
1762776954.033955,192.168.1.16,142.250.201.22,data,85,0.018186092376708984
1762776954.094968,142.250.201.22,192.168.1.16,data,68,0.07915616035461426
1762776954.115327,142.250.201.22,192.168.1.16,data,68,0.020358800888061523
1762776954.195291,104.18.39.21,192.168.1.16,tls,78,8.642776012420654
1762776954.1955,192.168.1.16,104.18.39.21,tls,82,0.1615447998046875
1762776954.267098,104.18.39.21,192.168.1.16,tcp,54,0.0718069076538086
1762776954.858957,192.168.1.16,142.250.200.206,data,1285,0.6634571552276611
1762776954.859033,192.168.1.16,142.250.200.206,data,1292,7.605552673339844e-05
1762776954.859064,192.168.1.16,142.250.200.206,data,1292,3.0994415283203125e-05
1762776954.85909,192.168.1.16,142.250.200.206,data,1242,2.5987625122070312e-05
1762776954.95539,142.250.200.206,192.168.1.16,data,75,0.9503669738769531
1762776954.975178,142.250.200.206,192.168.1.16,data,68,0.019788026809692383
1762776954.975804,192.168.1.16,142.250.200.206,data,74,0.1167140007019043
1762776955.005996,142.250.200.206,192.168.1.16,data,1287,0.03081798553466797
1762776955.005996,142.250.200.206,192.168.1.16,data,1136,0.0
1762776955.016155,142.250.200.206,192.168.1.16,data,246,0.010159015655517578
1762776955.031418,192.168.1.16,142.250.200.206,data,82,0.05561399459838867
1762776955.061463,192.168.1.16,142.250.201.22,data,308,0.030045032501220703
1762776955.061932,192.168.1.16,142.250.201.22,data,296,0.00046896934509277344
1762776955.062642,192.168.1.16,142.250.201.22,data,295,0.0007100105285644531
1762776955.062981,192.168.1.16,142.250.201.22,data,295,0.0003387928009033203
1762776955.106897,142.250.200.206,192.168.1.16,data,68,0.09074211120605469
1762776955.125198,142.250.201.22,192.168.1.16,data,165,1.009871006011963
1762776955.135545,142.250.201.22,192.168.1.16,data,141,0.010347127914428711
1762776955.135545,142.250.201.22,192.168.1.16,data,96,0.0
1762776955.144946,142.250.201.22,192.168.1.16,data,75,0.009401082992553711
1762776955.14517,192.168.1.16,142.250.201.22,data,87,0.08218908309936523
1762776955.161807,142.250.201.22,192.168.1.16,data,136,0.0168609619140625
1762776955.162361,192.168.1.16,142.250.201.22,data,97,0.017190933227539062
1762776955.19971,142.250.201.22,192.168.1.16,data,65,0.03790283203125
1762776955.217122,192.168.1.16,142.250.201.22,data,75,0.05476117134094238
1762776955.294997,142.250.201.22,192.168.1.16,data,73,0.09528708457946777
1762776955.31109,192.168.1.16,142.250.201.22,data,75,0.09396791458129883
1762776955.326117,192.168.1.16,142.250.201.22,data,81,0.015027046203613281
1762776955.405012,142.250.201.22,192.168.1.16,data,68,0.1100149154663086
1762776955.851974,192.168.1.16,142.250.200.206,data,1285,0.5258569717407227
1762776955.852049,192.168.1.16,142.250.200.206,data,1292,7.510185241699219e-05
1762776955.85208,192.168.1.16,142.250.200.206,data,1292,3.0994415283203125e-05
1762776955.852113,192.168.1.16,142.250.200.206,data,1241,3.2901763916015625e-05
1762776955.945277,142.250.200.206,192.168.1.16,data,75,0.8383798599243164
1762776955.965143,142.250.200.206,192.168.1.16,data,68,0.019865989685058594
1762776955.965777,192.168.1.16,142.250.200.206,data,74,0.11366391181945801
1762776956.006918,142.250.200.206,192.168.1.16,data,1287,0.04177498817443848
1762776956.006918,142.250.200.206,192.168.1.16,data,697,0.0
1762776956.006918,142.250.200.206,192.168.1.16,data,102,0.0
1762776956.031131,192.168.1.16,142.250.200.206,data,82,0.0653541088104248
1762776956.064251,192.168.1.16,142.250.201.22,data,327,0.033119916915893555
1762776956.065994,192.168.1.16,142.250.201.22,data,327,0.0017430782318115234
1762776956.066458,192.168.1.16,142.250.201.22,data,328,0.0004639625549316406
1762776956.06718,192.168.1.16,142.250.201.22,data,328,0.0007219314575195312
1762776956.104938,142.250.200.206,192.168.1.16,data,68,0.09802007675170898
1762776956.155707,142.250.201.22,192.168.1.16,data,208,0.750694990158081
1762776956.155707,142.250.201.22,192.168.1.16,data,83,0.0
1762776956.183797,192.168.1.16,142.250.201.22,data,88,0.11661696434020996
1762776956.21653,142.250.201.22,192.168.1.16,data,138,0.06082320213317871
1762776956.21653,142.250.201.22,192.168.1.16,data,65,0.0
1762776956.231769,192.168.1.16,142.250.201.22,data,82,0.04797220230102539
1762776956.267089,142.250.201.22,192.168.1.16,data,68,0.05055880546569824
1762776956.304926,142.250.201.22,192.168.1.16,data,68,0.03783702850341797
1762776956.813292,192.168.1.16,142.250.200.206,data,1285,0.5815229415893555
1762776956.813375,192.168.1.16,142.250.200.206,data,1292,8.296966552734375e-05
1762776956.813407,192.168.1.16,142.250.200.206,data,1292,3.1948089599609375e-05
1762776956.81344,192.168.1.16,142.250.200.206,data,1244,3.314018249511719e-05
1762776956.904958,142.250.200.206,192.168.1.16,data,75,0.8000199794769287
1762776956.92107,192.168.1.16,142.250.200.206,data,75,0.10763001441955566
1762776956.924887,142.250.200.206,192.168.1.16,data,68,0.019928932189941406
1762776956.957218,142.250.200.206,192.168.1.16,data,1287,0.032330989837646484
1762776956.957218,142.250.200.206,192.168.1.16,data,701,0.0
1762776956.966888,142.250.200.206,192.168.1.16,data,155,0.009670019149780273
1762776956.979314,192.168.1.16,142.250.200.206,data,82,0.05824398994445801
1762776956.982739,192.168.1.16,142.250.201.22,data,327,0.0034248828887939453
1762776956.983014,192.168.1.16,142.250.201.22,data,328,0.0002751350402832031
1762776956.98322,192.168.1.16,142.250.201.22,data,327,0.00020599365234375
1762776956.983361,192.168.1.16,142.250.201.22,data,328,0.00014090538024902344
1762776957.0452,142.250.201.22,192.168.1.16,data,110,0.74027419090271
1762776957.055006,142.250.201.22,192.168.1.16,data,156,0.009805917739868164
1762776957.055006,142.250.201.22,192.168.1.16,data,98,0.0
1762776957.06206,192.168.1.16,142.250.201.22,data,88,0.07869911193847656
1762776957.064897,142.250.200.206,192.168.1.16,data,68,0.09800910949707031
1762776957.075155,142.250.201.22,192.168.1.16,data,138,0.02014899253845215
1762776957.093965,192.168.1.16,142.250.201.22,data,82,0.03190493583679199
1762776957.144938,142.250.201.22,192.168.1.16,data,68,0.06978297233581543
1762776957.174873,142.250.201.22,192.168.1.16,data,68,0.029935121536254883
1762776957.751112,192.168.1.16,142.250.200.206,data,1285,0.6571469306945801
1762776957.751243,192.168.1.16,142.250.200.206,data,1292,0.00013113021850585938
1762776957.751308,192.168.1.16,142.250.200.206,data,1292,6.4849853515625e-05
1762776957.751348,192.168.1.16,142.250.200.206,data,1244,4.00543212890625e-05
1762776957.839552,142.250.200.206,192.168.1.16,data,75,0.7746548652648926
1762776957.860517,192.168.1.16,142.250.200.206,data,75,0.10916900634765625
1762776957.865394,142.250.200.206,192.168.1.16,data,68,0.02584218978881836
